"","subjectline"
"4895"," Von Neumann's Best Friend, a bio-pet"
"4896"," Fuzzy Math"
"4897"," Thanks to Jenny for the pointer to this Yale Law article about"
"4898"," Liberation: Les jouebs, stars editoriales du Web."
"4899"," Jeremy Bowers: ""None of the trackback mechanisms has reached the"
"4900"," Ken Dow reports that the current version of OmniOutliner can read"
"4901"," Ray Ozzie: ""How long before we see auto pingback generator spambots?"""
"4902"," Jeremy Zawodny on life in Silicon Valley: ""I came out here to"
"4903"," Labels shoot selves in foot by focusing on stopping P2P"
"4904"," Reuters: ""Pets may not only provide good company for their"
"4905"," Speaking in Texas this Friday"
"4906"," A productive thread"
"4907"," Public domain superheroes reborn in Tom Strong"
"4908"," [IMG: http://radio.weblogs.com/0001015/images/2002/09/25/uncSamMedium.gif"
"4909"," WiFi Trek badges"
"4910"," Daypop is back. _Ye-hi._"
"4911"," Fred Grott: How to Keep RDF and RSS Straight."
"4912"," Medical notes"
"4913"," Jon Hanna, on the RSS-DEV list, says that RSS, was ""not designed"
"4914"," Ed Cone: ""The House Subcommittee on Courts, the Internet, and"
"4915"," Gracie Allen: ""Never put a period where God has placed a comma."""
"4916"," Great email from the RIAA's Hillary Rosen to execs at Yahoo,"
"4917"," Wired: ""Stronger ties between ISPs and file-trading companies"
"4918"," Ben Silverman, the publisher of Dotcom Scoop, says the Rosen"
"4919"," p2p is not a crime"
"4920"," John Robb: ""Yesterday, AT&T upgraded my cable box to a digital"
"4921"," FOAF explorer"
"4922"," Maps"
"4923"," Plan"
"4924"," Dabba Wallahs: India's meal-delivery FedEx"
"4925"," Missing the Point"
"4926"," A Line in the Sand"
"4927"," Duct-tapers -- suspension and bondage fetish goes mainstream"
"4928"," Thunder Stealing"
"4929"," Usability Problems with Mozilla"
"4930"," Gearheads and bunnyhuggers in the OED"
"4931"," We're trying to decide if FogBUGZ 3.0 should support custom"
"4932"," Eddie Kessler describes programming at Napster. Ray Ozzie has"
"4933"," Validation"
"4934"," Jakob Nielsen on Offshore Usability: ""To save costs, some"
"4935"," John Robb has an interesting perspective on trust-based,"
"4936"," More fun with the PTC"
"4937"," Photoshop the worlds ugliest truck"
"4938"," Photoshop this squirrel tuning in, turning on, and dropping out"
"4939"," Teens videotape themselves shooting stapleguns into their arms"
"4940"," Daniel Berlinger has noticed that Mac software shops are starting"
"4941"," Peruvian congressman has challenged his Vice President to a duel."
"4942"," Movie Quiz"
"4943"," Michael Jordan may announce he's coming back to play. Dead horse"
"4944"," Conversations From GDC Europe: Bill Fulton, Zeno Colaco, Harvey Smith"
"4945"," Do you have a handlebar moustache? Then the Handlebar Club is the"
"4946"," Why marching is crucial"
"4947"," A Non-Integer Power Function on the Pixel Shader"
"4948"," Fall in value of mortgages indicates housing slowdown"
"4949"," Titan to be probed. Saturn to offer post probe cigarette"
"4950"," <strong>More AmphetaDesk Reviews</strong>"
"4951"," the walls are alive with the sound of insects"
"4952"," <strong>Two New AmphetaDesk Hacks</strong>"
"4953"," the captain has turned off the ""no hittin' it"" sign"
"4954"," The Roacheteer?  Jonny Roachpack?"
"4955"," that's bullshit"
"4956"," quality subversion"
"4957"," the Hello Kitty vibrator has competition"
"4958"," Yahoo Finance RSS Beta"
"4959"," ""KICK ME"""
"4960"," Female circumcision does not reduce sexual activity"
"4961"," ru stupid"
"4962"," Tough Earth bug may be from Mars"
"4963"," Iraq invasion could 'worsen terrorist threat'"
"4964"," Africa's deserts are in ""spectacular"" retreat"
"4965"," Parasites may sap male longevity"
"4966"," Ultrasound blood purifier tackles fat problem"
"4967"," Right-wing governments 'increase suicide rates'"
"4968"," West Nile vaccine ""in three years"""
"4969"," Lander risks missing Mars trip"
"4970"," Transparent token is cryptographic key"
"4971"," Bright dust rings highlight Earth-like planets"
"4972"," Human-chimp DNA difference trebled"
"4973"," Earth's magnetic field 'boosts gravity'"
"4974"," South Korea bans all human cloning"
"4975"," Cosmic polarisation detected from South Pole"
"4976"," First direct estimate of hidden vCJD cases"
"4977"," Oil set to be pumped from blazing ship"
"4978"," West Nile virus endangers blood transfusions"
"4979"," Supersonic test plane uses 'wing warping'"
"4980"," California challenges US stem cell rules"
"4981"," ""Hidden tree"" the secret of Zen garden"
"4982"," US blueprint for smallpox mass-vaccination"
"4983"," British dossier on Iraqi weapons released"
"4984"," Balloon flight challenges deflate"
"4985"," Mayan texts reveal superpower wars"
"4986"," Cloud of anti-atoms created"
"4987"," Priceless"
"4988"," Black entrepreneurs 'face bank bias'"
"4989"," Radio gives mighty roar to quiet cars"
"4990"," I have the power!"
"4991"," New Blog Category: Yahoo"
"4992"," Teen dies of starvation after stepfather puts him on a bus and"
"4993"," A man, a can, and a plan. Recipes for loser single guys"
"4994"," Y! Finance RSS Feeds Update"
"4995"," ""I read that yesterday..."""
"4996"," You can't beat city hall"
"4997"," Congradulate Birthday Boy Putin. Link to send birthday wishes via"
"4998"," Month by month, 'Most Beautiful Man' winners and their galleries. sfw"
"4999"," Friends don't let friends swim drunk. Paging Dr. Darwin.."
"5000"," Play by Play: Effective Memory Management"
"5001"," Archaeological finds show that the Incas rode dinosaurs, science"
"5002"," GDC 2002: Game Scripting in Python"
"5003"," Condemned man picks a black olive for his last meal. Green olives"
"5004"," Some Quickies.  Lots of 'em.  Something for everyone."
"5005"," Keeping up with The Sims: Managing Large Scale Game Content"
"5006"," Lonely iguana discovered in Salford"
"5007"," kitty wants to play ""eat your head"""
"5008"," Self-denial of the literary sort"
"5009"," Phoenix Suns owner dons dreadlocks to help sell tickets"
"5010"," Whatever-Dude.com Needs $300 Quick to Get Their Freed from their ISP"
"5011"," Haunted Mansion movie inches forward"
"5012"," Rats' intestines and pigs' teeth"
"5013"," Japanese kids spend a day in school jumping in the swimming pool"
"5014"," Ugly-ass, rare baby rhino born in Australian zoo )"
"5015"," Luggage falls from plane onto Salvation Army scattering used"
"5016"," Skateboarder drives-through Subway. With his face"
"5017"," Hollywood out of crack, has started smoking tiling grout: ""Grease 3"""
"5018"," Yoga & Painfree Bliss"
"5019"," Canadians are knockin' boots less, or just not getting any"
"5020"," Hooters Air concept crashes and burns"
"5021"," Americans are becoming more spiritual"
"5022"," Man finds lost marbles after 70 years...."
"5023"," Gambler wins �7,000 - and spends it all on horse shiat"
"5024"," Y! Finance RSS Feeds Off"
"5025"," Sourceforge sells out"
"5026"," Giant otter statue to be built"
"5027"," 26-hour days..."
"5028"," Smurfs: The Pasta. Thank Goodness for Chef Boyardee"
"5029"," Ecstasy users 'risk Parkinson's disease'"
"5030"," UFOs in the Sky!"
"5031"," ATT Wireless Location tracking"
"5032"," Mac OS X browsers"
"5033"," Advanced CSS lists"
"5034"," Last-ditch talks aim to halt tide of violence engulfing West Africa"
"5035"," YOUR a STUPID Idj0t"
"5036"," Of Muslims and Morris men"
"5037"," Blair attacks new culture of cynicism"
"5038"," The secret passion that staggered Westminster"
"5039"," New exam fury puts Morris's job in danger"
"5040"," A matter of opinion"
"5041"," A Windsor in the soup"
"5042"," Carcooning"
"5043"," Oracle of Google"
"5044"," Kanu at the double"
"5045"," Don't laugh. This is the real Office"
"5046"," ATT Wireless Location tracking"
"5047"," Mice born from rat-matured eggs"
"5048"," Mac OS X browsers"
"5049"," Sourceforge sells out"
"5050"," New iBooks and PowerBooks"
"5051"," Apple Switch parodies"
"5052"," UFOs in the Sky!"
"5053"," The Ryder Cup"
"5054"," Dooce"
"5055"," Quickly"
"5056"," Turkey City Lexicon"
"5057"," My talk at UT Austin"
"5058"," Underwater high-voltage photography"
"5059"," Trust me on funding, says Brown"
"5060"," Adams linked to IRA death squad"
"5061"," Priceless Rubens works stolen in raid on mansion"
"5062"," Equitable mis-sold policies"
"5063"," Global call for extrasolar planet watching"
"5064"," The green man"
"5065"," IMF shores up debt defences"
"5066"," Apple Switch parodies"
"5067"," Sourceforge sells out"
"5068"," Major's shame over affair leaves Currie indignant"
"5069"," UFOs in the Sky!"
"5070"," YOUR a STUPID Idj0t"
"5071"," Are you being Freeserved?"
"5072"," Stupid for a Day"
"5073"," Early Start and Peter Gabriel"
"5074"," New iBooks and PowerBooks"
"5075"," ATT Wireless Location tracking"
"5076"," Linux Software RAID Fun"
"5077"," US forces Israel to lift siege of Arafat"
"5078"," Carcooning"
"5079"," Oracle of Google"
"5080"," Mac OS X browsers"
"5081"," Colophon 3"
"5082"," Colophon 2"
"5083"," Colophon 1"
"5084"," 2000+ year old Greek computer reinterpreted"
"5085"," I mean why not"
"5086"," Dan Gillmor responds to Jack Valenti"
"5087"," Un"
"5088"," ""I meditated in a cave for 12 years and now I'm here to tell you"
"5089"," Automotive software Easter Egg discovered"
"5090"," Motel holds mans wheelchair ransom."
"5091"," Brown budget plans in disarray"
"5092"," Bank robber gets the loot, makes it out of bank, shoots self in"
"5093"," Cat shot through eye with horse dart tranquilizer roams"
"5094"," The plight of Qadir Fedayee"
"5095"," Space shuttle ready for return"
"5096"," Drug halves genital herpes transmission"
"5097"," Saddam set to let inspectors in"
"5098"," The new trailer for the Lord of the Rings comes out today on AOL"
"5099"," Portillo dig at Blunkett in fringe double act"
"5100"," Show-and-tell nearly extinct because it might hurt children's"
"5101"," How I made Edwina tell all"
"5102"," Randy Moss smokes ganja"
"5103"," what is the sound of one knee jerking?"
"5104"," Toddler falls from a first-storey window, saved from injury by"
"5105"," Apple Switch parodies"
"5106"," 100 not safe for work pics for chicks. WEENERS."
"5107"," da bomb"
"5108"," Wedding etiquette"
"5109"," Think before you leap, man flies powered parachute into"
"5110"," Truck driver leaves trail of smelly pizza waste along major"
"5111"," Scientists prove that shoe size and penis size are not linked."
"5112"," Bush orders Sharon to obey UN resolutions so US can gather"
"5113"," Synthetic vitamin boosts bone growth"
"5114"," Quickly"
"5115"," Family's ""pet"" raccoon attacks baby in crib"
"5116"," TV sports babe in trouble for locker room antics"
"5117"," West Coast port closures may cancel Christmas."
"5118"," Cobain dispute settled"
"5119"," Man tries to bungee from bridge to passing cruise ship, bashes"
"5120"," Woman finds rubber glove in hamburger bun. Will now sue"
"5121"," Farker Chakalasp dares you to Photoshop him"
"5122"," Equitable prepares to compensate 70,000"
"5123"," Photoshop Sean Connery giving us some good advice"
"5124"," YOUR a STUPID Idj0t"
"5125"," Best"
"5126"," Madonna is actually quite shy"
"5127"," Liddle quits Today with new BBC deal"
"5128"," The worst Freddy Krueger costume ever"
"5129"," Family refuses to cancel expensive wedding just because the groom"
"5130"," UFOs in the Sky!"
"5131"," Tibetans see hint of detente with China"
"5132"," catalogs.google.com - in time for xmas?"
"5133"," Pensioners and housebuyers suffer"
"5134"," FreeBSD or Linux for your MySQL Server?"
"5135"," Forged documents, public drinking, massive fistfights... Who knew"
"5136"," New iBooks and PowerBooks"
"5137"," PFI hospital's �97m pay bill could cost NHS billions"
"5138"," Disney's no-good Park-Czar replaced"
"5139"," Freak breaks world record by clipping 153 clothespins on his face"
"5140"," Man rappels off of city bridge trying to hitch a free ride on a"
"5141"," Professional dog poop scooper has 300 customers"
"5142"," British National Health Service to provide vibrators to women"
"5143"," Photoshop Theme.. ways to smuggle weapons-grade Uranium ."
"5144"," No Blackpool illumination from these control freaks"
"5145"," Contact lenses 'boost sexual success'"
"5146"," Giant Congo hydroelectric project is a 'betrayal'"
"5147"," Kid crams acorn up his nose, hilarity ensues"
"5148"," The Boston Globe on Linux and OS X"
"5149"," curb your celebrity"
"5150"," Sourceforge sells out"
"5151"," The Ozone Hole is getting smaller... But Leroy's Getting LARRRRRGER"
"5152"," Detective sends out Al Qaeda warning based on Onion story"
"5153"," ""Cram school"" operator arrested for trying to cram it into a 13"
"5154"," Tip of the Day: When trying to kill head lice with rubbing"
"5155"," Man's leg is found 7 miles from a hit and run accident"
"5156"," Photoshop a kid getting his tounge measured"
"5157"," Carcooning"
"5158"," False teeth to fake limbs, crazy things left behind in hotels"
"5159"," Rail crash bereaved sue over line safety"
"5160"," Oracle of Google"
"5161"," If you're going to turn on an electric pump to remove water from"
"5162"," Mac OS X browsers"
"5163"," Is rap music art? Rap song about farting answers that question"
"5164"," ATT Wireless Location tracking"
"5165"," Cops sabotaging their own in car video cameras to avoid looking"
"5166"," New Strongbad E-Mail"
"5167"," There are four lights"
"5168"," quick hack"
"5169"," Record industry defends practices to Senate"
"5170"," US rejects Iraq inspections deal"
"5171"," Education debate"
"5172"," RedHat 8.0 ISO Mirror(s)"
"5173"," The subtle art of sugaring bitter pills goes down well"
"5174"," Patients to get chemically ""sterilised"" blood"
"5175"," Senators threaten to rein in Bush"
"5176"," Drivezilla -- 200GB Drives from Western Digital"
"5177"," New P2P network funded by US government"
"5178"," Viruses that also hack computers on the rise"
"5179"," If it's too loud, you're too French"
"5180"," Toward Mac OS XX"
"5181"," International agreements"
"5182"," The Office: too painful to watch?"
"5183"," Danger Hiptop reviewed"
"5184"," The Blair message: be bold"
"5185"," Food 'cancer chemical' reaction identified"
"5186"," Bloodhag interviewed"
"5187"," never a cent"
"5188"," OSXCon Thoughts for Tuesday"
"5189"," Distributed.net cracks the RC5-64 cipher"
"5190"," Kevin Mitnick's laptop, signed by Woz, on eBay"
"5191"," Nationwide predicts 23% house price rise"
"5192"," TrackBack for OSXCON"
"5193"," Big Five record companies guilty of price fixing"
"5194"," Clarion comes to Australia!"
"5195"," When an engineer flaps his wings"
"5196"," Smitten"
"5197"," Comics Journal interviews Ted Rall"
"5198"," Shader Integration: Merging Shading Technologies on the Nintendo"
"5199"," NYT discovers Linux in late 2002"
"5200"," Quantum cryptography takes to the skies"
"5201"," Mathematics film-festival in October in Berkeley"
"5202"," Cypriot leaders in last-ditch attempt at unification"
"5203"," Enron finance chief is handcuffed"
"5204"," Perl.  It's just a language."
"5205"," Vintage Music Archive"
"5206"," Don't do the brown WiFi, the brown WiFi is BAD"
"5207"," Reunion"
"5208"," Insanely complicated"
"5209"," Sidekick, your mobile blogging pal"
"5210"," RDF redux"
"5211"," Gillmor: Apple's fair-use friendly OS?"
"5212"," TV democracy in action"
"5213"," Warplane system 'could stop mid-air explosions'"
"5214"," Marriage makes both sexes happy"
"5215"," Robbie Williams signs �80m deal"
"5216"," Call this a party?"
"5217"," Fight Piracy -- Regulate Potty Chairs!"
"5218"," Clinton: Blair's the man to trust"
"5219"," Job Offers and My Resume"
"5220"," Best served cold"
"5221"," Wed. OSXCon Keynote -- Jordan Hubbard"
"5222"," Not Many OS X Conference Blogs"
"5223"," Fatal seal epidemic burns out"
"5224"," Currie returns to pile scorn on Major"
"5225"," On Windley's Radar Too"
"5226"," Wed. OSXCon Panel Discussion"
"5227"," I've been snowed under for the last four weeks, working on the"
"5228"," Iraq invasion a 'hair-trigger' away"
"5229"," Blog de jeanpoole interviews Mark"
"5230"," OSXCon Wed. -- James Gosling"
"5231"," Catalog of Tomorrow released"
"5232"," Hurricane Lili closes shuttle Mission Control"
"5233"," Notes from OSXCon's DRM and Digital Hub panel"
"5234"," UK 'should ban nuclear arms'"
"5235"," Switcher"
"5236"," OSXCon: Development Lessons from Bare Bones Software"
"5237"," Education debate"
"5238"," 300,000 exams to be reviewed"
"5239"," Cast not the first stone"
"5240"," History of the tilde"
"5241"," Catching up"
"5242"," CSS and mobile devices"
"5243"," Microsoft redesign"
"5244"," Permanent blue skin for silver drinking politician"
"5245"," Executive pay leaps ahead 17%"
"5246"," Robot census"
"5247"," Government plans to hand out free Valium"
"5248"," Profiteers resell Africa's Aids drugs"
"5249"," Why is it so hard to get a cab in San Francisco?"
"5250"," Blix told to await new orders on Iraq"
"5251"," Culture Jamming"
"5252"," 'Flipping' Goldman fingered"
"5253"," RSS Critical Mass"
"5254"," Troubled Royal Ballet eyes US director"
"5255"," Don't do the brown WiFi, the brown WiFi is BAD"
"5256"," Digital service launches with 30 free channels"
"5257"," Snub for minister in election row"
"5258"," 'Miracle' gene therapy trial halted"
"5259"," Blair apologises for exam fiasco"
"5260"," Electronic circuits created in a flash"
"5261"," World's funniest joke revealed"
"5262"," Papon release prompts healthy scepticism"
